語言	條目	字元數	發現路徑
de	Fergus mac Róich	6861	Kategorie:Sagengestalt > Keltische Sagengestalt > Irische Sagengestalt
de	Steirisches Wappen	6857	Kategorie:Sagengestalt > Fabelwesen > Fabelwesen (Heraldik)
it	Dissertazioni sopra le apparizioni de' spiriti, e sopra i vampiri, o i redivivi d'Ungheria, di Moravia e di Silesia	6857	Categoria:Stregoneria > Opere letterarie sulla stregoneria
ja	赤舌	6854	Category:日本の妖怪 > 妖怪絵巻の妖怪
ja	日本の鬼の交流博物館	6852	Category:日本の妖怪 > 鬼
ja	天狗礫	6852	Category:日本の妖怪 > 天狗
en	Mother Carey	6849	Category:Witchcraft > Witchcraft in folklore and mythology > Witches in folklore
de	Kullervo	6848	Kategorie:Sagengestalt
en	The Witches' Almanac	6846	Category:Witchcraft > Modern witchcraft
ja	レオノーラ・パイパー	6846	Category:シャーマニズム > 霊媒師
en	August curse	6845	Category:Witchcraft > Curses
en	Louise Yeoman	6845	Category:Witchcraft > Historians of witchcraft
it	Fata cattiva	6844	Categoria:Stregoneria > Streghe nelle opere di fantasia
de	Dolasilla	6843	Kategorie:Sagengestalt > Weibliche Sagengestalt
en	Eunice Cole	6842	Category:Witch trials > People accused of witchcraft
es	La hora de las brujas	6837	Categoría:Brujería > Brujos ficticios
ja	ウィッチ (映画)	6837	Category:魔女 > 魔女を題材とした作品 > 魔女を題材とした映画作品
en	The Witch (song)	6836	Category:Witchcraft > Fiction about witchcraft > Songs about witches
en	Northern Moravia witch trials	6834	Category:Witch trials > Witch trials in Europe
fr	Benandante	6830	Catégorie:Sorcellerie
de	Svarožić	6826	Kategorie:Sagengestalt > Slawische Sagengestalt > Slawische Gottheit
fr	Jean-Baptiste Girard (jésuite)	6812	Catégorie:Sorcellerie > Procès de sorcellerie > Procès de sorcellerie en France
fr	Le Secret de Sabrina	6810	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Série télévisée sur la sorcellerie
fr	La Terreur des Banshee	6807	Catégorie:Sorcellerie > Sorcellerie féminine > Film mettant en scène une sorcière
ja	鬼神	6807	Category:日本の妖怪 > 鬼
ko	칠성신	6804	분류:무속 > 도무습합
en	Simon and the Witch	6802	Category:Witchcraft > Fiction about witchcraft > Television shows about witchcraft
de	Eva Hohenschildin	6801	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
de	Sabrina und die Zauberhexen	6800	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
ja	ハリー・エドワーズ (ヒーラー)	6800	Category:シャーマニズム > 霊媒師
de	Cornelius Pleier	6795	Kategorie:Hexenverfolgung > Gegner der Hexenverfolgung
es	Euphame MacCalzean	6793	Categoría:Brujería > Procesos por brujería > Ejecutados por brujería
en	Sacred Evil – A True Story	6788	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
de	Mont Saint-Michel (Vogesen)	6785	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur
fr	Chris Halliwell	6785	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Magicien ou sorcier de fiction
en	Entgen Luijten	6784	Category:Witch trials > People accused of witchcraft
ja	高坊主	6781	Category:日本の妖怪 > 化け狸
ko	메스칼린	6781	분류:샤머니즘 > 의식용 환각제
es	The Hands Resist Him	6778	Categoría:Brujería > Maldiciones
en	Mystik Belle	6777	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
ja	滋岳川人	6772	Category:陰陽道 > 陰陽師
en	Queen of Camelot	6767	Category:Witchcraft > Fiction about witchcraft > Modern Arthurian fiction
de	Hermann Wilken	6766	Kategorie:Hexenverfolgung > Gegner der Hexenverfolgung
de	Flying Witch	6766	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
es	Maria Holl	6766	Categoría:Brujería > Procesos por brujería
de	Die Mobesin	6762	Kategorie:Hexerei > Hexe
en	Witches' Sabbath (Goya, 1798)	6762	Category:European witchcraft > Witches' Sabbath
es	Ottis Toole	6760	Categoría:Brujería > Satanismo > Delitos relacionados con el satanismo u ocultismo
it	Rangda	6758	Categoria:Stregoneria
fr	Witchcraft Acts	6752	Catégorie:Sorcellerie > Loi sur la sorcellerie
en	Rottweil witch trials	6748	Category:Witch trials > Witch trials in Europe > Witch trials in Germany
en	Tigers of the Sea	6747	Category:Witchcraft > Fiction about witchcraft > Modern Arthurian fiction
de	Lancelot	6744	Kategorie:Sagengestalt > Ritter der Tafelrunde
en	Death at Love House	6743	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
de	Hans Fründ	6737	Kategorie:Hexenverfolgung > Gegner der Hexenverfolgung
it	Clea (personaggio)	6737	Categoria:Stregoneria > Stregoni immaginari
de	Georg Friedrich von Greiffenclau zu Vollrads	6735	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung
fr	Justin Russo	6734	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Magicien ou sorcier de fiction
it	Vecna (Dungeons & Dragons)	6731	Categoria:Stregoneria > Stregoni immaginari
de	David Clauss der Ältere	6727	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung
de	Jakob von Kleist	6726	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung
en	Incubus (2006 film)	6726	Category:Witchcraft > Curses > Demonic possession
en	Wilhelmine von Grävenitz	6726	Category:Witch trials > Witch trials in Europe > Witch trials in Germany
en	Caterina Freixa	6723	Category:Witch trials > People accused of witchcraft
en	JumpStart Adventures 4th Grade: Haunted Island	6722	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
fr	Akelarre (mythologie basque)	6718	Catégorie:Sorcellerie > Sorcellerie par lieu > Sorcellerie en France
ja	魔女娘ViVian	6718	Category:魔女 > 魔女を題材とした作品 > 魔女を題材とした漫画作品
en	The Story of the Grail and the Passing of King Arthur	6716	Category:Witchcraft > Fiction about witchcraft > Modern Arthurian fiction
ko	삼신제석	6716	분류:무속 > 무불습합
en	Cornelius Loos	6713	Category:Witchcraft > Witch hunting > Critics of witch hunting
ja	魔女は16才	6713	Category:魔女 > 魔女を題材とした作品 > 魔女を題材とした映画作品
en	Hansel and Gretel (1987 film)	6708	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
en	Priestess of Avalon	6701	Category:Witchcraft > Fiction about witchcraft > Modern Arthurian fiction
fr	Sophie la sorcière	6699	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Série télévisée sur la sorcellerie
es	Catalina Carlota De la Gardie	6695	Categoría:Brujería > Brujería por país > Brujería en Suecia
de	Gayomarth	6693	Kategorie:Sagengestalt > Mythischer Herrscher
fr	Lauterfresser	6692	Catégorie:Sorcellerie > Procès de sorcellerie > Personnalité condamnée pour sorcellerie
en	The Necklace of Princess Fiorimonde	6690	Category:Witchcraft > Fiction about witchcraft > Witchcraft in fairy tales
en	Forfar Witch Trials	6689	Category:Witch trials > Witch trials in Europe > Witch trials in Scotland
ko	살풀이춤	6688	분류:무속 > 무속 무용
en	House of Salem	6686	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
fr	Myrddin Wyllt	6683	Catégorie:Sorcellerie > Magicien ou sorcier de légende > Merlin
en	Molfar	6675	Category:European witchcraft > Witchcraft in Ukraine
en	Kyteler's Inn	6675	Category:Witch trials > Witch trials in Europe > Witch trials in Ireland
en	Satanism and Witchcraft (book)	6673	Category:European witchcraft
de	Lauterfresser	6672	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
es	Cathelyne van den Bulcke	6672	Categoría:Brujería > Procesos por brujería > Ejecutados por brujería
en	Anna Eriksdotter	6670	Category:People executed for witchcraft > Swedish people executed for witchcraft
de	Yowie	6669	Kategorie:Sagengestalt > Fabelwesen
de	Bibi Blocksberg und das Geheimnis der blauen Eulen	6668	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
ja	リビュアのシビュラ	6661	Category:シャーマニズム > シビュラ
fr	Lankester Merrin	6660	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Diable dans la fiction
de	Hexenturm (Salzburg)	6656	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur
en	Andrew Gow (historian)	6652	Category:Witchcraft > Historians of witchcraft
de	Hödeken	6647	Kategorie:Sagengestalt > Deutsche Sagengestalt
ja	置行堀	6647	Category:日本の妖怪 > 河童
en	Leatherlips	6646	Category:People executed for witchcraft > American people executed for witchcraft
en	Janet Horne	6642	Category:People executed for witchcraft > Scottish people executed for witchcraft
es	Halloweentown	6637	Categoría:Brujería > Brujería en la ficción > Brujería en cine y televisión
fr	Galdr	6636	Catégorie:Sorcellerie
en	Lying-in	6631	Category:Witchcraft > Curses > Taboo
en	Kotodama	6630	Category:Witchcraft > Incantation > Magic words
sv	Anna Persdotter (död 1670)	6629	Kategori:Häxprocesser > Personer som blivit avrättade för häxeri > Personer som blivit avrättade för häxeri i Sverige
fr	Philtre d'amour	6628	Catégorie:Sorcellerie
ja	ぬっぺふほふ	6625	Category:日本の妖怪 > 妖怪絵巻の妖怪
it	Malvagia Strega dell'Est	6624	Categoria:Stregoneria > Streghe nelle opere di fantasia
de	Hexe Lilli – Die Reise nach Mandolan	6623	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
es	Enjuiciamiento: El Caso McMartin	6623	Categoría:Brujería > Satanismo > Abuso ritual satánico
fr	Peter Binsfeld	6619	Catégorie:Sorcellerie
it	Anna Maria Schwegelin	6618	Categoria:Stregoneria > Processi per stregoneria > Persone condannate per stregoneria
en	Magdelaine Bavent	6616	Category:Witchcraft > Witches
ja	ことのはの巫女とことだまの魔女と	6613	Category:魔女 > 魔女を題材とした作品 > 魔女を題材とした漫画作品
en	Ranarama	6612	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
en	Hansel & Gretel Get Baked	6611	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
de	Etoro	6609	Kategorie:Hexerei > Moderne Hexenverfolgung
de	Nukekubi	6608	Kategorie:Sagengestalt > Fabelwesen > Blutsauger
es	Abigail Williams (Juicios de Salem)	6608	Categoría:Brujería > Procesos por brujería > Juicios por brujería de Salem
ja	バーバ・ヤーガ	6608	Category:魔女
en	Witchfire	6601	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
ja	魔法円	6600	Category:魔女 > ウイッカ
fr	William Phips	6599	Catégorie:Sorcellerie > Sorcellerie féminine > Procès des sorcières de Salem
zh	石頭崇拜	6599	Category:中國民間信仰 > 香港民間信仰
sv	Häxprocesserna i Salem	6596	Kategori:Häxprocesser > Häxprocesser i Nordamerika > Häxprocessen i Salem
de	Agnes Sampson	6595	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
en	Grissel Jaffray	6594	Category:People executed for witchcraft > Scottish people executed for witchcraft
fr	Prophéties de Merlin	6593	Catégorie:Sorcellerie > Magicien ou sorcier de légende > Merlin
en	Knight Life	6592	Category:Witchcraft > Fiction about witchcraft > Modern Arthurian fiction
ja	塗仏	6592	Category:日本の妖怪 > 妖怪絵巻の妖怪
de	Ludolf Lange (Theologe)	6591	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung
ja	アグネス・ベルナウアー	6591	Category:魔女 > 魔女術の容疑で処刑された人物
en	Rebecca Fowler	6590	Category:People executed for witchcraft > American people executed for witchcraft
zh	箕子	6589	Category:中國民間信仰 > 中国人物神
de	John Henry (Volksheld)	6588	Kategorie:Sagengestalt
it	Xandu	6588	Categoria:Stregoneria > Stregoni immaginari
de	Der Elfstier	6585	Kategorie:Sagengestalt
en	Mystic Towers	6584	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
de	Der kleine Zauberer und die große Fünf	6581	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
en	Ecstatica	6580	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
en	Solomon's Key 2	6579	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
fr	Vol de sexe	6579	Catégorie:Sorcellerie > Sorcellerie par lieu > Sorcellerie en Afrique
en	Spellcasting 201: The Sorcerer's Appliance	6576	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
zh	姻緣石	6576	Category:中國民間信仰 > 香港民間信仰
de	Jaquette de Clause	6575	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
de	Die letzten Hexen von Blackbird Castle	6575	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur > Hexenverfolgung in der Literatur
de	Gareth	6572	Kategorie:Sagengestalt > Ritter der Tafelrunde
en	Buda (folklore)	6572	Category:Witchcraft > African witchcraft
en	Aramaic Uruk incantation	6572	Category:Witchcraft > Incantation
es	Hail Satan?	6566	Categoría:Brujería > Satanismo
es	Brocken	6564	Categoría:Brujería > Brujería por país > Brujería en Alemania
fr	Skyclad (néopaganisme)	6563	Catégorie:Sorcellerie > Sorcellerie contemporaine > Wicca
ja	首なしライダー	6563	Category:日本の妖怪 > 日本の都市伝説の妖怪
en	Crispina Peres	6557	Category:Witch trials > People accused of witchcraft > People convicted of witchcraft
ja	人面犬	6557	Category:日本の妖怪 > 日本の都市伝説の妖怪
en	Mary Butters	6556	Category:Witch trials > People accused of witchcraft
de	Maria Pauer	6554	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
zh	宝卷	6554	Category:中國民間信仰 > 中国民间宗教文献
ja	聖骸の魔女	6551	Category:魔女 > 魔女を題材とした作品 > 魔女を題材とした漫画作品
de	Aku Aku (Geistwesen)	6550	Kategorie:Sagengestalt > Fabelwesen > Geistwesen
en	Lethal Xcess	6548	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
en	Curse of 39	6544	Category:Witchcraft > Curses
de	H. C. Erik Midelfort	6542	Kategorie:Hexenverfolgung > Sachliteratur (Hexenverfolgung)
it	Billie Jenkins	6542	Categoria:Stregoneria > Streghe nelle opere di fantasia
ru	Ингрид Ильва	6542	Категория:Ведьмы
fr	In Fabric	6540	Catégorie:Sorcellerie > Sorcellerie féminine > Film mettant en scène une sorcière
fr	Girolamo Tartarotti	6539	Catégorie:Sorcellerie
de	Ahvardua	6530	Kategorie:Sagengestalt > Keltische Sagengestalt > Keltische Gottheit
en	The Enchanted Wreath	6530	Category:Witchcraft > Fiction about witchcraft > Witchcraft in fairy tales
de	Väterchen Frost	6529	Kategorie:Sagengestalt > Slawische Sagengestalt
en	Maren Spliid	6524	Category:People executed for witchcraft > Danish people executed for witchcraft
de	Hexenfinder	6521	Kategorie:Hexenverfolgung
ja	マホマホだいぼうけん	6521	Category:魔女 > 魔女を題材とした作品
de	Heinrich Kerkmann	6517	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung
en	Anna Simonsdotter Hack	6513	Category:People executed for witchcraft > Swedish people executed for witchcraft
fr	Billie Jenkins	6510	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Magicien ou sorcier de fiction
es	Thomas Weir	6509	Categoría:Brujería > Procesos por brujería > Ejecutados por brujería
ja	金長神社	6507	Category:日本の妖怪 > 化け狸
de	Reginald Scot	6505	Kategorie:Hexenverfolgung > Gegner der Hexenverfolgung
en	Europe's Inner Demons	6502	Category:Witchcraft > Books about witchcraft > History books about witchcraft
en	Alice Nutter (alleged witch)	6501	Category:People executed for witchcraft > English people executed for witchcraft
ja	楞厳呪	6501	Category:呪術 > 陀羅尼
de	Rannamaari	6499	Kategorie:Sagengestalt > Fabelwesen > Seeungeheuer
ja	ディアナとエンデュミオン	6499	Category:魔女 > ディアーナ
en	Glavendrup stone	6498	Category:Witchcraft > Curses > Runestones with curses
ja	スザンナ・マーティン	6498	Category:魔女 > 魔女術の容疑で処刑された人物
it	Gargamella	6495	Categoria:Stregoneria > Stregoni immaginari
de	Der Hexenrichter	6490	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur
de	Hexenverfolgung in Geseke	6490	Kategorie:Hexenverfolgung > Hexenverfolgung nach räumlicher Zuordnung > Hexenprozesse in Deutschland
de	Julio Caro Baroja	6488	Kategorie:Hexenverfolgung > Sachliteratur (Hexenverfolgung)
de	Cei fab Cynyr	6488	Kategorie:Sagengestalt > Ritter der Tafelrunde
de	Ixion (König der Lapithen)	6488	Kategorie:Sagengestalt > Mythischer Herrscher > König der griechischen Mythologie
de	Hänsel und Gretel (2006)	6484	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur
de	Johann Jakob von Beck	6481	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung
es	Adrienne d'Heur	6481	Categoría:Brujería > Procesos por brujería > Ejecutados por brujería
it	La straniera (romanzo)	6480	Categoria:Stregoneria > Opere letterarie sulla stregoneria > Romanzi sulla stregoneria
ja	大坊主	6480	Category:日本の妖怪
de	Zauberhafte Schwestern 2	6478	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
de	Cait Sith	6475	Kategorie:Sagengestalt > Keltische Sagengestalt > Schottische Sagengestalt
fr	Les Nuits d'amour des sorcières	6473	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Film sur la sorcellerie
de	Ratatöskr	6472	Kategorie:Sagengestalt > Germanische Sagengestalt
en	Galactorrhea	6472	Category:European witchcraft
